0.0057533065 	0.046091844 	-4.733144e-16 	0
0.017468105 	0.13872741 	-8.6628455e-16 	0
0.029606807 	0.23399783 	-8.5065606e-16 	0
0.042184752 	0.33196678 	-8.0101909e-16 	0
0.055217834 	0.43262231 	-8.0192381e-16 	0
0.068722522 	0.53595321 	-7.9272202e-16 	0
0.082715881 	0.64195072 	-7.9748493e-16 	0
0.097215595 	0.7506018 	-7.884254e-16 	0
0.11223999 	0.86188516 	-7.891121e-16 	0
0.12780804 	0.9757692 	-7.8406458e-16 	0
0.14393943 	1.0922105 	-7.8302875e-16 	0
0.16065453 	1.2111522 	-7.7826646e-16 	0
0.17797448 	1.3325227 	-7.7059037e-16 	0
0.19592116 	1.4562344 	-7.6042554e-16 	0
0.21451724 	1.5821809 	-7.5430363e-16 	0
0.23378623 	1.7102352 	-7.5235438e-16 	0
0.25375247 	1.840247 	-7.4387948e-16 	0
0.2744412 	1.9720404 	-7.3545822e-16 	0
0.29587856 	2.1054098 	-7.1251062e-16 	0
0.31809163 	2.2401176 	-6.8705128e-16 	0
0.34110849 	2.3758899 	-6.697538e-16 	0
0.36495823 	2.5124128 	-6.7753066e-16 	0
0.38967097 	2.6493288 	-6.8266158e-16 	0
0.41527795 	2.7862312 	-6.8380201e-16 	0
0.44181153 	2.9226597 	-6.9849575e-16 	0
0.46930524 	3.0580961 	-6.7277722e-16 	0
0.49779381 	3.1919576 	-5.9372568e-16 	0
0.52731325 	3.3235912 	-5.1948685e-16 	0
0.55790087 	3.4522681 	-5.0118297e-16 	0
0.5895953 	3.5771785 	-4.7509954e-16 	0
0.62243661 	3.6974256 	-4.5092739e-16 	0
0.65646629 	3.8120175 	-4.2596654e-16 	0
0.69172735 	3.919862 	-3.9434497e-16 	0
0.72826434 	4.0197594 	-3.594254e-16 	0
0.76612343 	4.1103939 	-3.1923681e-16 	0
0.80535246 	4.1903227 	-2.734581e-16 	0
0.84600101 	4.2579657 	-2.2189609e-16 	0
0.88812045 	4.3115992 	-1.646172e-16 	0
0.93176398 	4.3493815 	-1.0202477e-16 	0
0.97698677 	4.3693646 	-3.4913633e-17 	0
