# Residuals    
# Time         	p              	sigmaxx        	sigmaxy        	sigmayy        	sigmazz        
8.975          	4.08770650e-01	6.76266080e-05	2.60335710e-05	1.13943570e-04	0.00000000e+00
8.98           	1.22679070e-01	6.64953430e-05	2.39944300e-05	7.69807220e-05	0.00000000e+00
8.985          	4.46836500e-01	6.53650370e-05	2.19594260e-05	6.33597720e-05	0.00000000e+00
8.99           	3.14037000e-01	6.42357210e-05	1.99285530e-05	1.02606960e-04	0.00000000e+00
8.995          	9.53044230e-02	6.31073840e-05	1.79018250e-05	1.29483730e-04	0.00000000e+00
9              	1.42377590e-01	6.19800550e-05	1.58792660e-05	1.04490400e-04	0.00000000e+00
9.005          	1.61774560e-01	6.08537480e-05	1.38609020e-05	1.74776630e-04	0.00000000e+00
9.01           	1.60713160e-01	5.97284630e-05	1.18467590e-05	6.42503280e-05	0.00000000e+00
9.015          	2.44820600e-01	5.86042150e-05	9.83686550e-06	6.19693510e-05	0.00000000e+00
9.02           	1.30385910e-01	5.74810170e-05	7.83124810e-06	8.52515350e-05	0.00000000e+00
9.025          	1.83221150e-01	5.63588810e-05	5.82993380e-06	1.33267940e-04	0.00000000e+00
9.03           	1.72554300e-01	5.52378200e-05	3.83294960e-06	1.59811430e-04	0.00000000e+00
9.035          	4.25947360e-01	5.41178450e-05	1.84032220e-06	1.07893370e-04	0.00000000e+00
9.04           	7.27386420e-02	5.29989680e-05	7.54949710e-07	6.30638340e-05	0.00000000e+00
9.045          	3.95852290e-01	5.18814130e-05	2.62794780e-06	9.37486490e-05	0.00000000e+00
9.05           	1.91388880e-01	5.07649060e-05	4.57777340e-06	9.95697630e-05	0.00000000e+00
9.055          	1.26945320e-01	4.96494590e-05	6.52144770e-06	6.44066040e-05	0.00000000e+00
9.06           	2.58972590e-01	4.85351120e-05	8.45445550e-06	9.53391620e-05	0.00000000e+00
9.065          	1.11837230e-01	4.74219080e-05	1.03787340e-05	7.89688930e-05	0.00000000e+00
9.07           	2.45962840e-01	4.63098590e-05	1.22993880e-05	9.38029510e-05	0.00000000e+00
9.075          	4.91764900e-01	4.51989850e-05	1.42158510e-05	1.04917000e-04	0.00000000e+00
9.08           	2.71044960e-01	4.40893020e-05	1.61279130e-05	9.76606140e-05	0.00000000e+00
9.085          	3.66789920e-01	4.29808170e-05	1.80354850e-05	8.61636350e-05	0.00000000e+00
9.09           	3.21027360e-01	4.18735580e-05	1.99415160e-05	1.00737530e-04	0.00000000e+00
9.095          	3.73564520e-01	4.07675230e-05	2.18692910e-05	8.47225350e-05	0.00000000e+00
9.1            	9.73981430e-02	3.96627280e-05	2.37923880e-05	7.08880910e-05	0.00000000e+00
9.105          	8.01033890e-02	3.85591780e-05	2.57107860e-05	7.94538070e-05	0.00000000e+00
9.11           	1.41636440e-01	3.74569000e-05	2.76244640e-05	8.68435200e-05	0.00000000e+00
9.115          	1.40791910e-01	3.63558880e-05	2.95333970e-05	1.03612740e-04	0.00000000e+00
9.12           	2.21189030e-01	3.52561660e-05	3.14375630e-05	1.13476070e-04	0.00000000e+00
9.125          	1.62089550e-01	3.41577450e-05	3.33369370e-05	1.03802250e-04	0.00000000e+00
9.13           	1.10324510e-01	3.30606230e-05	3.52330370e-05	1.22806500e-04	0.00000000e+00
9.135          	1.71141410e-01	3.19648200e-05	3.71232680e-05	9.05994130e-05	0.00000000e+00
9.14           	2.31150030e-01	3.08703540e-05	3.90082930e-05	1.41449550e-04	0.00000000e+00
9.145          	1.82909280e-01	2.97772270e-05	4.08883170e-05	1.10821360e-04	0.00000000e+00
9.15           	1.27576560e-01	2.86854550e-05	4.27633960e-05	1.41158130e-04	0.00000000e+00
9.155          	8.52644010e-02	2.75950480e-05	4.46335310e-05	1.87860520e-04	0.00000000e+00
9.16           	3.02749510e-01	2.65060190e-05	4.64987090e-05	1.35558900e-04	0.00000000e+00
9.165          	1.21830560e-01	2.54183800e-05	4.83679150e-05	1.58008690e-04	0.00000000e+00
9.17           	1.70795940e-01	2.43321340e-05	5.02359510e-05	1.88404310e-04	0.00000000e+00
9.175          	1.38495290e-01	2.32473000e-05	5.20971330e-05	1.42590540e-04	0.00000000e+00
9.18           	2.63943290e-01	2.21638890e-05	5.39526410e-05	1.54180170e-04	0.00000000e+00
9.185          	2.37650030e-01	2.10819160e-05	5.58028560e-05	1.71223970e-04	0.00000000e+00
9.19           	2.43693530e-01	2.00013870e-05	5.76478930e-05	1.98120400e-04	0.00000000e+00
9.195          	1.33711780e-01	1.89223120e-05	5.94898080e-05	1.21017960e-04	0.00000000e+00
9.2            	1.37372980e-01	1.78447000e-05	6.13252030e-05	1.53518760e-04	0.00000000e+00
9.205          	1.35090440e-01	1.67685730e-05	6.31549610e-05	1.83151340e-04	0.00000000e+00
9.21           	1.49810220e-01	1.56939310e-05	6.49793660e-05	9.25279430e-05	0.00000000e+00
9.215          	1.27871650e-01	1.46245630e-05	6.64844160e-05	1.51447290e-04	0.00000000e+00
9.22           	4.47753140e-02	1.36163310e-05	6.81952390e-05	9.80717990e-05	0.00000000e+00
9.225          	1.32661800e-01	1.26342580e-05	6.99712570e-05	1.43311960e-04	0.00000000e+00
9.23           	1.46611130e-01	1.17422960e-05	7.17655520e-05	1.28495620e-04	0.00000000e+00
9.235          	1.55903820e-01	1.09242620e-05	7.35624750e-05	9.72096420e-05	0.00000000e+00
9.24           	2.22864730e-01	1.01856890e-05	7.53567570e-05	8.97108760e-05	0.00000000e+00
9.245          	1.43376660e-01	9.53026860e-06	7.71466310e-05	1.47037110e-04	0.00000000e+00
9.25           	1.15231100e-01	8.95577700e-06	7.89314860e-05	9.55907520e-05	0.00000000e+00
9.255          	3.84700830e-01	8.46310690e-06	8.07111050e-05	1.09402300e-04	0.00000000e+00
9.26           	8.37144830e-02	8.05287330e-06	8.24853980e-05	1.04078100e-04	0.00000000e+00
9.265          	3.04195580e-01	7.72553350e-06	8.42543210e-05	1.01320410e-04	0.00000000e+00
9.27           	1.23699050e-01	7.48510190e-06	8.60178440e-05	1.29024440e-04	0.00000000e+00
9.275          	1.29588600e-01	7.33259280e-06	8.77759440e-05	8.16686190e-05	0.00000000e+00
9.28           	1.63165470e-01	7.26187820e-06	8.95286010e-05	8.22702680e-05	0.00000000e+00
9.285          	1.53549800e-01	7.27208230e-06	9.12757830e-05	8.60384880e-05	0.00000000e+00
9.29           	2.27241160e-01	7.36205310e-06	9.30174990e-05	7.83619510e-05	0.00000000e+00
9.295          	1.12358180e-01	7.53051200e-06	9.47537070e-05	1.02830760e-04	0.00000000e+00
9.3            	1.40289020e-01	7.77566810e-06	9.64843810e-05	1.60758290e-04	0.00000000e+00
9.305          	1.79661040e-01	8.09591870e-06	9.82095210e-05	7.51309970e-05	0.00000000e+00
9.31           	1.23505750e-01	8.48899680e-06	9.99291180e-05	7.19482820e-05	0.00000000e+00
9.315          	1.60968890e-01	8.95567840e-06	1.01643120e-04	8.46042130e-05	0.00000000e+00
9.32           	1.17827390e-01	9.49295900e-06	1.03351550e-04	1.30708990e-04	0.00000000e+00
9.325          	1.86447800e-01	1.00954320e-05	1.05054360e-04	6.84383050e-05	0.00000000e+00
9.33           	1.07232690e-01	1.07601730e-05	1.06751540e-04	8.17561520e-05	0.00000000e+00
9.335          	2.08144470e-01	1.14837380e-05	1.08443070e-04	6.47900550e-05	0.00000000e+00
9.34           	4.56953030e-01	1.22624780e-05	1.10128930e-04	8.83711270e-05	0.00000000e+00
9.345          	9.71500070e-02	1.30921120e-05	1.11809130e-04	8.24184820e-05	0.00000000e+00
9.35           	1.03104300e-01	1.39750240e-05	1.13483620e-04	8.12514890e-05	0.00000000e+00
9.355          	3.56343810e-01	1.48986130e-05	1.15152430e-04	8.21549940e-05	0.00000000e+00
9.36           	1.35610360e-01	1.58579550e-05	1.16815490e-04	1.00295190e-04	0.00000000e+00
9.365          	8.38087650e-02	1.68510860e-05	1.18472810e-04	1.06664360e-04	0.00000000e+00
9.37           	3.83538550e-01	1.78644060e-05	1.20124380e-04	1.34250280e-04	0.00000000e+00
9.375          	8.12950630e-02	1.88773330e-05	1.21770170e-04	1.47299070e-04	0.00000000e+00
9.38           	1.31203860e-01	1.98896450e-05	1.23410170e-04	1.19380910e-04	0.00000000e+00
9.385          	1.29404790e-01	2.09030240e-05	1.25044380e-04	1.27606980e-04	0.00000000e+00
9.39           	1.80355250e-01	2.19145410e-05	1.26672770e-04	1.25684950e-04	0.00000000e+00
9.395          	3.22375930e-01	2.29241890e-05	1.28295350e-04	1.12217840e-04	0.00000000e+00
9.4            	1.83473810e-01	2.39319530e-05	1.29912070e-04	7.88276560e-05	0.00000000e+00
9.405          	8.44673720e-02	2.49378240e-05	1.31522910e-04	6.14188230e-05	0.00000000e+00
9.41           	1.38024080e-01	2.59417960e-05	1.33127910e-04	9.57200420e-05	0.00000000e+00
9.415          	1.02358980e-01	2.69438530e-05	1.34726990e-04	6.14167550e-05	0.00000000e+00
9.42           	1.19101850e-01	2.79439910e-05	1.36320200e-04	7.35559160e-05	0.00000000e+00
9.425          	9.91022810e-02	2.89421940e-05	1.37907470e-04	1.06143230e-04	0.00000000e+00
9.43           	8.76924040e-02	2.99384560e-05	1.39488830e-04	8.37926470e-05	0.00000000e+00
9.435          	2.25107240e-01	3.09327660e-05	1.41064240e-04	5.36474200e-05	0.00000000e+00
9.44           	1.72106180e-01	3.19251180e-05	1.42633730e-04	1.16680190e-04	0.00000000e+00
9.445          	3.01846880e-01	3.29154940e-05	1.44197210e-04	1.16746280e-04	0.00000000e+00
9.45           	1.17185240e-01	3.39042910e-05	1.45754750e-04	8.46707110e-05	0.00000000e+00
9.455          	3.00144100e-01	3.48923210e-05	1.47306290e-04	5.06248070e-05	0.00000000e+00
9.46           	1.78003200e-01	3.58783460e-05	1.48851830e-04	7.67963450e-05	0.00000000e+00
9.465          	1.33349320e-01	3.68623570e-05	1.50391350e-04	8.87431780e-05	0.00000000e+00
9.47           	1.37606630e-01	3.78443450e-05	1.51924840e-04	9.31202260e-05	0.00000000e+00
9.475          	1.68616010e-01	3.88242990e-05	1.53452300e-04	9.89738850e-05	0.00000000e+00
9.48           	6.31947050e-02	3.98022110e-05	1.54973710e-04	8.97701860e-05	0.00000000e+00
9.485          	2.20388200e-01	4.07780700e-05	1.56489060e-04	1.21290530e-04	0.00000000e+00
9.49           	1.20444660e-01	4.17518680e-05	1.57998340e-04	9.17460230e-05	0.00000000e+00
9.495          	1.20592680e-01	4.27235930e-05	1.59501540e-04	7.87816710e-05	0.00000000e+00
9.5            	1.10839070e-01	4.36932380e-05	1.60998640e-04	9.72122110e-05	0.00000000e+00
9.505          	1.69518800e-01	4.46607870e-05	1.62489630e-04	1.22317050e-04	0.00000000e+00
9.51           	1.47431280e-01	4.56262430e-05	1.63974530e-04	6.86832740e-05	0.00000000e+00
9.515          	2.04394920e-01	4.65895880e-05	1.65453300e-04	7.11210650e-05	0.00000000e+00
9.52           	4.01256440e-01	4.75508130e-05	1.66925940e-04	7.82682340e-05	0.00000000e+00
9.525          	2.31602550e-01	4.85099100e-05	1.68392430e-04	1.21579670e-04	0.00000000e+00
9.53           	1.15800280e-01	4.94668690e-05	1.69852770e-04	1.06272130e-04	0.00000000e+00
9.535          	1.00383430e-01	5.04216810e-05	1.71306950e-04	1.29306080e-04	0.00000000e+00
9.54           	1.42551680e-01	5.13743370e-05	1.72754960e-04	1.50176470e-04	0.00000000e+00
9.545          	1.01932300e-01	5.23248210e-05	1.74196770e-04	1.54413500e-04	0.00000000e+00
9.55           	2.12485490e-01	5.32731410e-05	1.75632420e-04	1.74138940e-04	0.00000000e+00
9.555          	9.22558580e-02	5.42194480e-05	1.77061860e-04	1.80182870e-04	0.00000000e+00
9.56           	1.78884540e-01	5.51635820e-05	1.78485100e-04	1.17948430e-04	0.00000000e+00
9.565          	3.04270300e-01	5.61055070e-05	1.79902090e-04	1.28679880e-04	0.00000000e+00
9.57           	1.46946480e-01	5.70452240e-05	1.81312880e-04	1.00977260e-04	0.00000000e+00
9.575          	1.26321890e-01	5.79827290e-05	1.82717460e-04	1.26198260e-04	0.00000000e+00
9.58           	1.27358390e-01	5.89180000e-05	1.84115790e-04	1.05997220e-04	0.00000000e+00
9.585          	3.29346130e-01	5.98510320e-05	1.85507870e-04	1.38647320e-04	0.00000000e+00
9.59           	4.71236670e-02	6.07818150e-05	1.86893690e-04	1.27498380e-04	0.00000000e+00
9.595          	1.69738720e-01	6.17103360e-05	1.88273220e-04	1.50077280e-04	0.00000000e+00
9.6            	8.93816050e-02	6.26366030e-05	1.89646530e-04	1.47323570e-04	0.00000000e+00
9.605          	5.10585240e-01	6.35605930e-05	1.91013550e-04	2.22564610e-04	0.00000000e+00
9.61           	3.00919370e-01	6.44822920e-05	1.92374250e-04	1.52407560e-04	0.00000000e+00
9.615          	2.48799180e-01	6.54017110e-05	1.93728700e-04	1.64223110e-04	0.00000000e+00
9.62           	4.96229160e-01	6.63188270e-05	1.95076850e-04	1.45097410e-04	0.00000000e+00
9.625          	1.24260330e-01	6.72336330e-05	1.96418680e-04	1.78233440e-04	0.00000000e+00
9.63           	3.84362170e-01	6.81461210e-05	1.97754210e-04	1.71070480e-04	0.00000000e+00
9.635          	7.02366400e-02	6.90562750e-05	1.99083390e-04	1.12466160e-04	0.00000000e+00
9.64           	1.36938810e-01	6.99641000e-05	2.00406260e-04	1.17714270e-04	0.00000000e+00
9.645          	1.08249170e-01	7.08695910e-05	2.01722840e-04	1.16120460e-04	0.00000000e+00
9.65           	1.01537870e-01	7.17727180e-05	2.03033050e-04	1.15924830e-04	0.00000000e+00
9.655          	1.90124470e-01	7.26734980e-05	2.04336950e-04	2.03061300e-04	0.00000000e+00
9.66           	3.24732940e-01	7.35719040e-05	2.05634490e-04	1.24532910e-04	0.00000000e+00
9.665          	1.08794550e-01	7.44679250e-05	2.06925660e-04	1.39988800e-04	0.00000000e+00
9.67           	1.58558400e-01	7.53615740e-05	2.08210510e-04	1.24140860e-04	0.00000000e+00
9.675          	1.56819180e-01	7.62528250e-05	2.09488980e-04	1.78531130e-04	0.00000000e+00
9.68           	1.07793000e-01	7.71416740e-05	2.10761090e-04	1.05582960e-04	0.00000000e+00
9.685          	2.41612000e-01	7.80281040e-05	2.12026800e-04	1.89722010e-04	0.00000000e+00
9.69           	1.26174530e-01	7.89121310e-05	2.13286180e-04	1.02776410e-04	0.00000000e+00
9.695          	2.92689590e-01	7.97937280e-05	2.14539170e-04	9.21888740e-05	0.00000000e+00
9.7            	6.42527480e-02	8.06728890e-05	2.15785780e-04	9.49167200e-05	0.00000000e+00
9.705          	8.26360540e-02	8.15496080e-05	2.17025990e-04	8.49130110e-05	0.00000000e+00
9.71           	1.14504630e-01	8.24238760e-05	2.18259820e-04	8.43693540e-05	0.00000000e+00
9.715          	3.72758320e-01	8.32956870e-05	2.19487250e-04	5.87212890e-05	0.00000000e+00
9.72           	1.18519490e-01	8.41650310e-05	2.20708280e-04	5.63463640e-05	0.00000000e+00
9.725          	1.67151670e-01	8.50319020e-05	2.21922910e-04	1.12800890e-04	0.00000000e+00
9.73           	1.42389700e-01	8.58962910e-05	2.23131140e-04	1.06956050e-04	0.00000000e+00
9.735          	1.09938290e-01	8.67581900e-05	2.24332960e-04	7.57776000e-05	0.00000000e+00
9.74           	1.77754910e-01	8.76175930e-05	2.25528370e-04	1.07597600e-04	0.00000000e+00
9.745          	1.48590760e-01	8.84744900e-05	2.26717360e-04	1.20282330e-04	0.00000000e+00
9.75           	3.74543160e-01	8.93288740e-05	2.27899950e-04	1.34912600e-04	0.00000000e+00
9.755          	2.35924900e-01	9.01807390e-05	2.29076110e-04	7.13393250e-05	0.00000000e+00
9.76           	2.24048860e-01	9.10300640e-05	2.30245820e-04	1.09330210e-04	0.00000000e+00
9.765          	1.54777230e-01	9.18768730e-05	2.31409160e-04	9.61051370e-05	0.00000000e+00
9.77           	1.26372070e-01	9.27211220e-05	2.32566030e-04	1.26661880e-04	0.00000000e+00
9.775          	1.32424070e-01	9.35628390e-05	2.33716530e-04	8.49560310e-05	0.00000000e+00
9.78           	3.36004590e-01	9.44019920e-05	2.34860580e-04	1.23265460e-04	0.00000000e+00
9.785          	1.61626800e-01	9.52385780e-05	2.35998190e-04	6.44364220e-05	0.00000000e+00
9.79           	1.70106430e-01	9.60725790e-05	2.37129340e-04	1.24449910e-04	0.00000000e+00
9.795          	2.72394070e-01	9.69040200e-05	2.38254110e-04	1.13538790e-04	0.00000000e+00
9.8            	2.65156160e-01	9.77328680e-05	2.39372430e-04	6.23117350e-05	0.00000000e+00
9.805          	7.90484900e-02	9.85591090e-05	2.40484280e-04	1.54587400e-04	0.00000000e+00
9.81           	2.56343860e-01	9.93827550e-05	2.41589710e-04	9.07630940e-05	0.00000000e+00
9.815          	1.01951310e-01	1.00203810e-04	2.42688750e-04	1.33064580e-04	0.00000000e+00
9.82           	9.06607550e-02	1.01022240e-04	2.43781330e-04	1.69605340e-04	0.00000000e+00
9.825          	1.42932910e-01	1.01838030e-04	2.44867430e-04	1.59334180e-04	0.00000000e+00
9.83           	8.69873450e-02	1.02651200e-04	2.45947110e-04	1.59694120e-04	0.00000000e+00
9.835          	1.13891250e-01	1.03461750e-04	2.47020400e-04	1.39264240e-04	0.00000000e+00
9.84           	9.41455760e-02	1.04269630e-04	2.48087200e-04	1.49036510e-04	0.00000000e+00
9.845          	2.81763300e-01	1.05074880e-04	2.49147570e-04	1.55263850e-04	0.00000000e+00
9.85           	2.71849680e-01	1.05877470e-04	2.50201540e-04	1.35287470e-04	0.00000000e+00
9.855          	2.90606680e-01	1.06677390e-04	2.51249030e-04	1.04995890e-04	0.00000000e+00
9.86           	1.79451000e-01	1.07474640e-04	2.52290090e-04	9.25160470e-05	0.00000000e+00
9.865          	2.18877410e-01	1.08269230e-04	2.53324750e-04	8.68789540e-05	0.00000000e+00
9.87           	9.10538400e-02	1.09061120e-04	2.54352960e-04	8.94500390e-05	0.00000000e+00
9.875          	2.23377770e-01	1.09850330e-04	2.55374730e-04	6.50809250e-05	0.00000000e+00
9.88           	9.08509130e-02	1.10636830e-04	2.56390060e-04	8.95930930e-05	0.00000000e+00
9.885          	3.09797700e-01	1.11420630e-04	2.57398960e-04	1.20798060e-04	0.00000000e+00
9.89           	4.36477280e-01	1.12201720e-04	2.58401430e-04	9.71269510e-05	0.00000000e+00
9.895          	1.96246930e-01	1.12980080e-04	2.59397430e-04	1.71145140e-04	0.00000000e+00
9.9            	3.92657990e-01	1.13755750e-04	2.60387060e-04	1.64262300e-04	0.00000000e+00
9.905          	7.68996850e-02	1.14528670e-04	2.61370250e-04	1.00533790e-04	0.00000000e+00
9.91           	1.46734990e-01	1.15298850e-04	2.62346980e-04	1.05634380e-04	0.00000000e+00
9.915          	3.42976730e-01	1.16066300e-04	2.63317340e-04	1.48325790e-04	0.00000000e+00
9.92           	1.47825890e-01	1.16831010e-04	2.64281260e-04	1.11460520e-04	0.00000000e+00
9.925          	1.53817480e-01	1.17592940e-04	2.65238730e-04	9.60346330e-05	0.00000000e+00
9.93           	1.59412870e-01	1.18352140e-04	2.66189840e-04	8.56527100e-05	0.00000000e+00
9.935          	1.73301890e-01	1.19108550e-04	2.67134480e-04	1.13762450e-04	0.00000000e+00
9.94           	3.35723620e-01	1.19862190e-04	2.68072730e-04	8.23585730e-05	0.00000000e+00
9.945          	1.29537660e-01	1.20613080e-04	2.69004610e-04	9.17377450e-05	0.00000000e+00
9.95           	2.08823620e-01	1.21361170e-04	2.69930070e-04	8.17955090e-05	0.00000000e+00
9.955          	1.28619400e-01	1.22106450e-04	2.70849080e-04	4.97407520e-05	0.00000000e+00
9.96           	1.96298800e-01	1.22848970e-04	2.71761750e-04	5.38630840e-05	0.00000000e+00
9.965          	9.90426650e-02	1.23588660e-04	2.72667970e-04	8.95429100e-05	0.00000000e+00
9.97           	2.76580960e-01	1.24325560e-04	2.73567860e-04	1.00654280e-04	0.00000000e+00
9.975          	1.47753350e-01	1.25059640e-04	2.74461300e-04	1.10991340e-04	0.00000000e+00
9.98           	1.10250680e-01	1.25790900e-04	2.75348370e-04	1.35018140e-04	0.00000000e+00
9.985          	1.41671100e-01	1.26519340e-04	2.76229070e-04	1.09278630e-04	0.00000000e+00
9.99           	3.50585300e-01	1.27244970e-04	2.77103430e-04	1.25984180e-04	0.00000000e+00
9.995          	1.33960600e-01	1.27967750e-04	2.77971390e-04	7.82383560e-05	0.00000000e+00
10             	1.91359200e-01	1.28687680e-04	2.78832930e-04	1.31635180e-04	0.00000000e+00
10.005         	4.88252560e-01	1.29404790e-04	2.79688180e-04	1.08535110e-04	0.00000000e+00
10.01          	1.00445310e-01	1.30119020e-04	2.80537000e-04	1.22008390e-04	0.00000000e+00
10.015         	2.16715200e-01	1.30830420e-04	2.81379520e-04	1.50038920e-04	0.00000000e+00
10.02          	3.99709840e-01	1.31538950e-04	2.82215680e-04	1.21943730e-04	0.00000000e+00
10.025         	1.51896230e-01	1.32244620e-04	2.83045480e-04	1.19096430e-04	0.00000000e+00
10.03          	4.03133870e-01	1.32947410e-04	2.83868930e-04	8.00157000e-05	0.00000000e+00
10.035         	1.32668610e-01	1.33647310e-04	2.84686000e-04	1.36215490e-04	0.00000000e+00
10.04          	1.33214750e-01	1.34344340e-04	2.85496770e-04	6.80251630e-05	0.00000000e+00
10.045         	1.18921460e-01	1.35038500e-04	2.86301260e-04	9.98817640e-05	0.00000000e+00
10.05          	1.29574110e-01	1.35729750e-04	2.87099360e-04	2.00822540e-04	0.00000000e+00
10.055         	2.55151770e-01	1.36418100e-04	2.87891170e-04	9.49961610e-05	0.00000000e+00
10.06          	1.44180390e-01	1.37103580e-04	2.88676710e-04	1.09182800e-04	0.00000000e+00
10.065         	4.51561980e-01	1.37786120e-04	2.89455870e-04	1.97557190e-04	0.00000000e+00
10.07          	1.32539690e-01	1.38465770e-04	2.90228760e-04	1.12613090e-04	0.00000000e+00
10.075         	1.22238390e-01	1.39142500e-04	2.90995350e-04	1.31018270e-04	0.00000000e+00
10.08          	1.78450240e-01	1.39816310e-04	2.91755660e-04	1.28564770e-04	0.00000000e+00
10.085         	1.22691060e-01	1.40487210e-04	2.92509730e-04	1.43488920e-04	0.00000000e+00
10.09          	1.25731680e-01	1.41155180e-04	2.93257490e-04	2.01574310e-04	0.00000000e+00
10.095         	2.05776930e-01	1.41820210e-04	2.93998980e-04	1.60506680e-04	0.00000000e+00
10.1           	6.45846530e-02	1.42482280e-04	2.94734150e-04	1.47319070e-04	0.00000000e+00
10.105         	3.62863700e-01	1.43141440e-04	2.95463130e-04	1.65495970e-04	0.00000000e+00
10.11          	3.15677900e-01	1.43797650e-04	2.96185850e-04	1.89310870e-04	0.00000000e+00
10.115         	6.71514830e-01	1.44450880e-04	2.96902270e-04	1.95800410e-04	0.00000000e+00
10.12          	9.60226330e-02	1.45101180e-04	2.97612470e-04	1.29765860e-04	0.00000000e+00
10.125         	1.71676530e-01	1.45748530e-04	2.98316500e-04	1.67793520e-04	0.00000000e+00
10.13          	1.67354340e-01	1.46392900e-04	2.99014230e-04	1.53919930e-04	0.00000000e+00
10.135         	9.11294250e-02	1.47034320e-04	2.99705810e-04	1.85427770e-04	0.00000000e+00
10.14          	1.50338230e-01	1.47672770e-04	3.00391160e-04	1.38950060e-04	0.00000000e+00
10.145         	1.80092210e-01	1.48308210e-04	3.01070250e-04	1.43192970e-04	0.00000000e+00
10.15          	1.25070830e-01	1.48940690e-04	3.01743170e-04	1.01502270e-04	0.00000000e+00
10.155         	8.90471010e-02	1.49570200e-04	3.02409910e-04	1.39257870e-04	0.00000000e+00
10.16          	2.06996910e-01	1.50196720e-04	3.03070480e-04	1.65093530e-04	0.00000000e+00
10.165         	1.05460580e-01	1.50820260e-04	3.03724910e-04	1.32974640e-04	0.00000000e+00
10.17          	9.42561810e-02	1.51440810e-04	3.04373160e-04	1.41403570e-04	0.00000000e+00
10.175         	1.72110570e-01	1.52058330e-04	3.05015180e-04	1.73000670e-04	0.00000000e+00
10.18          	1.22423250e-01	1.52672880e-04	3.05651130e-04	1.35792620e-04	0.00000000e+00
10.185         	1.04417730e-01	1.53284420e-04	3.06280920e-04	1.44837480e-04	0.00000000e+00
10.19          	1.26896320e-01	1.53892950e-04	3.06904560e-04	1.62726060e-04	0.00000000e+00
10.195         	1.93941870e-01	1.54498440e-04	3.07522030e-04	1.61558680e-04	0.00000000e+00
10.2           	1.99776400e-01	1.55100950e-04	3.08133460e-04	1.27164150e-04	0.00000000e+00
10.205         	1.60933470e-01	1.55700420e-04	3.08738710e-04	1.35578550e-04	0.00000000e+00
10.21          	1.19839600e-01	1.56296880e-04	3.09337890e-04	1.39055860e-04	0.00000000e+00
10.215         	7.27088930e-02	1.56890310e-04	3.09930980e-04	1.15502150e-04	0.00000000e+00
10.22          	1.62569570e-01	1.57480720e-04	3.10517980e-04	1.30439390e-04	0.00000000e+00
10.225         	1.69017940e-01	1.58068100e-04	3.11098920e-04	1.33389380e-04	0.00000000e+00
10.23          	1.70420300e-01	1.58652440e-04	3.11673790e-04	1.89724200e-04	0.00000000e+00
10.235         	2.57176650e-01	1.59233780e-04	3.12242640e-04	1.54083850e-04	0.00000000e+00
10.24          	2.53163140e-01	1.59812030e-04	3.12805370e-04	1.78911680e-04	0.00000000e+00
10.245         	1.56833220e-01	1.60387250e-04	3.13362080e-04	1.30344880e-04	0.00000000e+00
10.25          	9.00300940e-02	1.60959450e-04	3.13912820e-04	1.45651030e-04	0.00000000e+00
10.255         	3.88668430e-01	1.61528570e-04	3.14457460e-04	1.14206200e-04	0.00000000e+00
10.26          	1.59197780e-01	1.62094650e-04	3.14996100e-04	1.53826520e-04	0.00000000e+00
10.265         	1.65148270e-01	1.62657680e-04	3.15528760e-04	1.98108280e-04	0.00000000e+00
10.27          	1.25460680e-01	1.63217650e-04	3.16055420e-04	2.24951780e-04	0.00000000e+00
10.275         	2.24072660e-01	1.63774560e-04	3.16576090e-04	2.42572980e-04	0.00000000e+00
10.28          	4.51953760e-01	1.64328440e-04	3.17090850e-04	1.59222570e-04	0.00000000e+00
10.285         	2.40967490e-01	1.64879210e-04	3.17599560e-04	2.30912360e-04	0.00000000e+00
10.29          	4.91730100e-01	1.65426950e-04	3.18102380e-04	1.78567890e-04	0.00000000e+00
10.295         	1.92695910e-01	1.65971610e-04	3.18599230e-04	1.59309480e-04	0.00000000e+00
10.3           	2.71530270e-01	1.66513190e-04	3.19090140e-04	1.47229710e-04	0.00000000e+00
10.305         	1.20902230e-01	1.67051680e-04	3.19575080e-04	1.88628650e-04	0.00000000e+00
10.31          	3.71813750e-01	1.67587110e-04	3.20054130e-04	1.54009190e-04	0.00000000e+00
10.315         	1.12492910e-01	1.68119460e-04	3.20527290e-04	1.97616680e-04	0.00000000e+00
10.32          	4.63481240e-01	1.68648760e-04	3.20994600e-04	1.79808040e-04	0.00000000e+00
10.325         	1.34718420e-01	1.69174940e-04	3.21455950e-04	1.46126350e-04	0.00000000e+00
10.33          	1.68043390e-01	1.69698040e-04	3.21911450e-04	1.46211610e-04	0.00000000e+00
10.335         	1.47794620e-01	1.70218060e-04	3.22361100e-04	1.64661110e-04	0.00000000e+00
10.34          	1.45097010e-01	1.70735000e-04	3.22804890e-04	1.74072810e-04	0.00000000e+00
10.345         	1.36564180e-01	1.71248850e-04	3.23242850e-04	1.80793590e-04	0.00000000e+00
10.35          	2.17180510e-01	1.71759630e-04	3.23675020e-04	2.21846830e-04	0.00000000e+00
10.355         	2.40012520e-01	1.72267300e-04	3.24101340e-04	1.64486940e-04	0.00000000e+00
10.36          	2.22047370e-01	1.72771840e-04	3.24521790e-04	2.21340870e-04	0.00000000e+00
10.365         	1.70462580e-01	1.73273310e-04	3.24936470e-04	1.79216870e-04	0.00000000e+00
