0.0057533065 	0.032596347 	-1.6326238e-16 	0
0.017468105 	0.097828579 	-3.2564882e-16 	0
0.029606807 	0.16474746 	-3.20007e-16 	0
0.042184752 	0.23335993 	-3.1392787e-16 	0
0.055217834 	0.30366103 	-3.0418303e-16 	0
0.068722522 	0.3756457 	-3.0621038e-16 	0
0.082715881 	0.44930277 	-3.0137228e-16 	0
0.097215595 	0.52461453 	-3.0463774e-16 	0
0.11223999 	0.60155678 	-3.0081584e-16 	0
0.12780804 	0.68009819 	-3.0329699e-16 	0
0.14393943 	0.76019935 	-3.0269264e-16 	0
0.16065453 	0.84181181 	-3.0504528e-16 	0
0.17797448 	0.92487707 	-3.0548734e-16 	0
0.19592116 	1.0093256 	-3.0746812e-16 	0
0.21451724 	1.0950756 	-3.1179407e-16 	0
0.23378623 	1.1820314 	-3.1307676e-16 	0
0.25375247 	1.2700826 	-3.0967605e-16 	0
0.2744412 	1.3591019 	-3.1152837e-16 	0
0.29587856 	1.4489435 	-2.989388e-16 	0
0.31809163 	1.5394414 	-2.6748609e-16 	0
0.34110849 	1.6304072 	-2.3814574e-16 	0
0.36495823 	1.7216277 	-2.3427345e-16 	0
0.38967097 	1.8128629 	-2.3123331e-16 	0
0.41527795 	1.9038429 	-2.319458e-16 	0
0.44181153 	1.9942655 	-2.3333978e-16 	0
0.46930524 	2.0837928 	-2.206084e-16 	0
0.49779381 	2.1720485 	-1.8694318e-16 	0
0.52731325 	2.2586135 	-1.4385744e-16 	0
0.55790087 	2.3430234 	-1.2251965e-16 	0
0.5895953 	2.4247641 	-1.1040447e-16 	0
0.62243661 	2.5032683 	-1.027262e-16 	0
0.65646629 	2.577911 	-9.4363331e-17 	0
0.69172735 	2.6480048 	-8.5682967e-17 	0
0.72826434 	2.7127959 	-7.7098086e-17 	0
0.76612343 	2.7714596 	-6.7477127e-17 	0
0.80535246 	2.823098 	-5.7323058e-17 	0
0.84600101 	2.8667426 	-4.6260672e-17 	0
0.88812045 	2.9013559 	-3.430048e-17 	0
0.93176398 	2.925811 	-2.1380212e-17 	0
0.97698677 	2.9387931 	-7.4131864e-18 	0
