0.0057533065 	0.026393807 	-1.2382947e-16 	0
0.017468105 	0.079013238 	-2.0798315e-16 	0
0.029606807 	0.13287921 	-2.1857657e-16 	0
0.042184752 	0.18798822 	-2.0762611e-16 	0
0.055217834 	0.244333 	-1.9994075e-16 	0
0.068722522 	0.30190251 	-2.0174811e-16 	0
0.082715881 	0.36068103 	-1.9582336e-16 	0
0.097215595 	0.42064792 	-1.9675029e-16 	0
0.11223999 	0.48177706 	-1.9388689e-16 	0
0.12780804 	0.54403629 	-1.9452792e-16 	0
0.14393943 	0.60738681 	-1.9148569e-16 	0
0.16065453 	0.67178255 	-1.9019351e-16 	0
0.17797448 	0.73716946 	-1.8572003e-16 	0
0.19592116 	0.80348478 	-1.8428857e-16 	0
0.21451724 	0.87065622 	-1.8213597e-16 	0
0.23378623 	0.93860104 	-1.8547054e-16 	0
0.25375247 	1.0072252 	-1.8194913e-16 	0
0.2744412 	1.0764221 	-1.6130696e-16 	0
0.29587856 	1.1460719 	-1.4483898e-16 	0
0.31809163 	1.2160398 	-1.4213225e-16 	0
0.34110849 	1.2861751 	-1.3461997e-16 	0
0.36495823 	1.3563096 	-1.3218964e-16 	0
0.38967097 	1.4262565 	-1.4278325e-16 	0
0.41527795 	1.495808 	-1.4503226e-16 	0
0.44181153 	1.5647342 	-1.3867914e-16 	0
0.46930524 	1.6327812 	-1.3616356e-16 	0
0.49779381 	1.6996684 	-1.3075541e-16 	0
0.52731325 	1.7650872 	-1.2334145e-16 	0
0.55790087 	1.8286978 	-1.1891661e-16 	0
0.5895953 	1.8901271 	-1.0863716e-16 	0
0.62243661 	1.948966 	-9.8733661e-17 	0
0.65646629 	2.004766 	-9.1409263e-17 	0
0.69172735 	2.0570363 	-8.4378431e-17 	0
0.72826434 	2.1052404 	-7.6067811e-17 	0
0.76612343 	2.1487919 	-6.6921906e-17 	0
0.80535246 	2.1870507 	-5.6840784e-17 	0
0.84600101 	2.2193176 	-4.5982298e-17 	0
0.88812045 	2.2448308 	-3.4316612e-17 	0
0.93176398 	2.262762 	-2.1585075e-17 	0
0.97698677 	2.2722144 	-7.5375324e-18 	0
