0.0057533065 	0.027242664 	-1.3832233e-16 	0
0.017468105 	0.081588445 	-2.3625991e-16 	0
0.029606807 	0.13724073 	-2.5076457e-16 	0
0.042184752 	0.19419732 	-2.3406376e-16 	0
0.055217834 	0.25245169 	-2.3003174e-16 	0
0.068722522 	0.31199365 	-2.2644281e-16 	0
0.082715881 	0.37280801 	-2.2563793e-16 	0
0.097215595 	0.43487451 	-2.2245842e-16 	0
0.11223999 	0.4981673 	-2.2251577e-16 	0
0.12780804 	0.56265433 	-2.2338317e-16 	0
0.14393943 	0.6282967 	-2.2426231e-16 	0
0.16065453 	0.695048 	-2.2624611e-16 	0
0.17797448 	0.76285356 	-2.2781647e-16 	0
0.19592116 	0.83164967 	-2.2963321e-16 	0
0.21451724 	0.90136271 	-2.2956554e-16 	0
0.23378623 	0.97190817 	-2.2961196e-16 	0
0.25375247 	1.0431897 	-2.2125087e-16 	0
0.2744412 	1.1150979 	-1.841644e-16 	0
0.29587856 	1.1875093 	-1.498037e-16 	0
0.31809163 	1.2602848 	-1.4563774e-16 	0
0.34110849 	1.3332686 	-1.3558477e-16 	0
0.36495823 	1.4062862 	-1.2939316e-16 	0
0.38967097 	1.4791435 	-1.3130865e-16 	0
0.41527795 	1.5516242 	-1.3864048e-16 	0
0.44181153 	1.6234886 	-1.395428e-16 	0
0.46930524 	1.694471 	-1.2263737e-16 	0
0.49779381 	1.764278 	-1.2030971e-16 	0
0.52731325 	1.8325856 	-1.3818021e-16 	0
0.55790087 	1.8990371 	-1.3663192e-16 	0
0.5895953 	1.9632401 	-1.2236883e-16 	0
0.62243661 	2.0247638 	-1.1164579e-16 	0
0.65646629 	2.0831357 	-9.9783971e-17 	0
0.69172735 	2.1378381 	-9.0733604e-17 	0
0.72826434 	2.1883046 	-8.1741482e-17 	0
0.76612343 	2.2339164 	-7.2675445e-17 	0
0.80535246 	2.2739982 	-6.2506014e-17 	0
0.84600101 	2.3078159 	-5.1254556e-17 	0
0.88812045 	2.3345732 	-3.8504522e-17 	0
0.93176398 	2.3534034 	-2.4340933e-17 	0
0.97698677 	2.3633468 	-8.4850996e-18 	0
